Date,Time,Open,High,Low,Close,Volume,OpenInt
2017-12-04,19:00:00,71.73,71.75,71.725,71.74,15200,0
2017-12-04,19:05:00,71.74,71.76,71.74,71.76,5633,0
2017-12-04,19:10:00,71.76,71.785,71.745,71.745,24653,0
2017-12-04,19:15:00,71.745,71.78,71.745,71.78,4710,0
2017-12-04,19:20:00,71.78,71.78,71.7461,71.76,4959,0
2017-12-04,19:25:00,71.76,71.77,71.76,71.77,1237,0
2017-12-04,19:30:00,71.78,71.79,71.769,71.77,4003,0
2017-12-04,19:35:00,71.76,71.78,71.76,71.78,4469,0
2017-12-04,19:40:00,71.785,71.785,71.775,71.785,5100,0
2017-12-04,19:45:00,71.7801,71.79,71.775,71.79,10933,0
2017-12-04,19:50:00,71.79,71.8,71.765,71.765,10626,0
2017-12-04,19:55:00,71.77,71.77,71.76,71.77,3472,0
2017-12-04,20:00:00,71.775,71.78,71.77,71.7768,3664,0
2017-12-04,20:05:00,71.77,71.77,71.74,71.74,6456,0
2017-12-04,20:10:00,71.74,71.74,71.7,71.7,6886,0
2017-12-04,20:15:00,71.69,71.7,71.68,71.69,8532,0
2017-12-04,20:20:00,71.68,71.695,71.645,71.65,19940,0
2017-12-04,20:25:00,71.65,71.675,71.63,71.63,8468,0
2017-12-04,20:30:00,71.64,71.65,71.62,71.63,9942,0
2017-12-04,20:35:00,71.62,71.62,71.57,71.575,51582,0
2017-12-04,20:40:00,71.58,71.61,71.58,71.61,11362,0
2017-12-04,20:45:00,71.615,71.615,71.565,71.59,11308,0
2017-12-04,20:50:00,71.59,71.61,71.57,71.57,24654,0
2017-12-04,20:55:00,71.565,71.6,71.5536,71.6,19864,0
2017-12-04,21:00:00,71.6,71.6073,71.575,71.59,10738,0
2017-12-04,21:05:00,71.58,71.58,71.54,71.575,53064,0
2017-12-04,21:10:00,71.57,71.585,71.54,71.58,34783,0
2017-12-04,21:15:00,71.58,71.59,71.55,71.55,10982,0
2017-12-04,21:20:00,71.55,71.56,71.53,71.53,10285,0
2017-12-04,21:25:00,71.53,71.57,71.53,71.56,31432,0
2017-12-04,21:30:00,71.565,71.565,71.52,71.529,7744,0
2017-12-04,21:35:00,71.52,71.55,71.49,71.49,17085,0
2017-12-04,21:40:00,71.5,71.5,71.425,71.44,21358,0
2017-12-04,21:45:00,71.43,71.46,71.42,71.44,144036,0
2017-12-04,21:50:00,71.44,71.44,71.38,71.385,221207,0
2017-12-04,21:55:00,71.39,71.43,71.385,71.405,175849,0
2017-12-04,22:00:00,71.4,71.43,71.36,71.36,313105,0
2017-12-05,15:35:00,71.43,71.43,71.35,71.41,61189,0
2017-12-05,15:40:00,71.42,71.43,71.405,71.42,77128,0
2017-12-05,15:45:00,71.415,71.43,71.39,71.41,37684,0
2017-12-05,15:50:00,71.415,71.42,71.37,71.4,53433,0
2017-12-05,15:55:00,71.4,71.41,71.365,71.37,159876,0
